Obstacle	Distance	Speed	Steer
0.01	0.21	0.635109	0.666583
0.01	0.22	0.631989	0.666583
0.01	0.23	0.628728	0.666583
0.01	0.24	0.625325	0.666583
0.01	0.25	0.621785	0.666583
0.01	0.26	0.618108	0.666583
0.01	0.27	0.614298	0.666583
0.01	0.28	0.610358	0.666583
0.01	0.29	0.606291	0.666583
0.01	0.3	0.602101	0.666583
0.01	0.31	0.597792	0.666583
0.01	0.32	0.593367	0.666583
0.01	0.33	0.58883	0.666583
0.01	0.34	0.584188	0.666583
0.01	0.35	0.579443	0.666583
0.01	0.36	0.574602	0.666583
0.01	0.37	0.56967	0.666583
0.01	0.38	0.564652	0.666583
0.01	0.39	0.559554	0.666583
0.01	0.4	0.554382	0.666583
0.01	0.41	0.549141	0.666583
0.01	0.42	0.543839	0.666583
0.01	0.43	0.538482	0.666583
0.01	0.44	0.533076	0.666583
0.01	0.45	0.527628	0.666583
0.01	0.46	0.522145	0.666583
0.01	0.47	0.516633	0.666583
0.01	0.48	0.511101	0.666583
0.01	0.49	0.505554	0.666583
0.01	0.5	0.5	0.666583
0.01	0.51	0.494446	0.666583
0.01	0.52	0.488899	0.666583
0.01	0.53	0.483367	0.666583
0.01	0.54	0.477855	0.666583
0.01	0.55	0.472372	0.666583
0.01	0.56	0.466924	0.666583
0.01	0.57	0.461518	0.666583
0.01	0.58	0.456161	0.666583
0.01	0.59	0.450859	0.666583
0.01	0.6	0.445618	0.666583
0.01	0.61	0.440446	0.666583
0.01	0.62	0.435348	0.666583
0.01	0.63	0.43033	0.666583
0.01	0.64	0.425398	0.666583
0.01	0.65	0.420557	0.666583
0.01	0.66	0.415812	0.666583
0.01	0.67	0.41117	0.666583
0.01	0.68	0.406633	0.666583
0.01	0.69	0.402208	0.666583
0.01	0.7	0.397899	0.666583
0.01	0.71	0.393709	0.666583
0.01	0.72	0.389642	0.666583
0.01	0.73	0.385702	0.666583
0.01	0.74	0.381892	0.666583
0.01	0.75	0.378215	0.666583
0.01	0.76	0.374675	0.666583
0.01	0.77	0.371272	0.666583
0.01	0.78	0.368011	0.666583
0.01	0.79	0.364891	0.666583
0.01	0.8	0.361917	0.666583
0.01	0.81	0.359088	0.666583
0.01	0.82	0.356405	0.666583
0.01	0.83	0.353871	0.666583
0.01	0.84	0.351486	0.666583
0.01	0.85	0.349249	0.666583
0.01	0.86	0.347162	0.666583
0.01	0.87	0.345225	0.666583
0.01	0.88	0.343437	0.666583
0.01	0.89	0.341798	0.666583
0.01	0.9	0.340308	0.666583
0.01	0.91	0.338965	0.666583
0.01	0.92	0.33777	0.666583
0.01	0.93	0.336721	0.666583
0.01	0.94	0.335816	0.666583
0.01	0.95	0.335055	0.666583
0.01	0.96	0.334436	0.666583
0.01	0.97	0.333958	0.666583
0.01	0.98	0.333619	0.666583
0.01	0.99	0.333417	0.666583
0.02	0	0.66665	0.666381
0.02	0.01	0.666583	0.666381
0.02	0.02	0.666381	0.666381
0.02	0.03	0.666042	0.666381
0.02	0.04	0.665564	0.666381
0.02	0.05	0.664945	0.666381
0.02	0.06	0.664184	0.666381
0.02	0.07	0.663279	0.666381
0.02	0.08	0.66223	0.666381
0.02	0.09	0.661035	0.666381
0.02	0.1	0.659692	0.666381
0.02	0.11	0.658202	0.666381
0.02	0.12	0.656563	0.666381
0.02	0.13	0.654775	0.666381
0.02	0.14	0.652838	0.666381
0.02	0.15	0.650751	0.666381
0.02	0.16	0.648514	0.666381
0.02	0.17	0.646129	0.666381
0.02	0.18	0.643595	0.666381
0.02	0.19	0.640912	0.666381
0.02	0.2	0.638083	0.666381
0.02	0.21	0.635109	0.666381
0.02	0.22	0.631989	0.666381
0.02	0.23	0.628728	0.666381
0.02	0.24	0.625325	0.666381
0.02	0.25	0.621785	0.666381
0.02	0.26	0.618108	0.666381
0.02	0.27	0.614298	0.666381
0.02	0.28	0.610358	0.666381
0.02	0.29	0.606291	0.666381
0.02	0.3	0.602101	0.666381
0.02	0.31	0.597792	0.666381
0.02	0.32	0.593367	0.666381
0.02	0.33	0.58883	0.666381
0.02	0.34	0.584188	0.666381
0.02	0.35	0.579443	0.666381
0.02	0.36	0.574602	0.666381
0.02	0.37	0.56967	0.666381
0.02	0.38	0.564652	0.666381
0.02	0.39	0.559554	0.666381
0.02	0.4	0.554382	0.666381
0.02	0.41	0.549141	0.666381
0.02	0.42	0.543839	0.666381
0.02	0.43	0.538482	0.666381
0.02	0.44	0.533076	0.666381
0.02	0.45	0.527628	0.666381
0.02	0.46	0.522145	0.666381
0.02	0.47	0.516633	0.666381
0.02	0.48	0.511101	0.666381
0.02	0.49	0.505554	0.666381
0.02	0.5	0.5	0.666381
0.02	0.51	0.494446	0.666381
0.02	0.52	0.488899	0.666381
0.02	0.53	0.483367	0.666381
0.02	0.54	0.477855	0.666381
0.02	0.55	0.472372	0.666381
0.02	0.56	0.466924	0.666381
0.02	0.57	0.461518	0.666381
0.02	0.58	0.456161	0.666381
0.02	0.59	0.450859	0.666381
0.02	0.6	0.445618	0.666381
0.02	0.61	0.440446	0.666381
0.02	0.62	0.435348	0.666381
0.02	0.63	0.43033	0.666381
0.02	0.64	0.425398	0.666381
0.02	0.65	0.420557	0.666381
0.02	0.66	0.415812	0.666381
0.02	0.67	0.41117	0.666381
0.02	0.68	0.406633	0.666381
0.02	0.69	0.402208	0.666381
0.02	0.7	0.397899	0.666381
0.02	0.71	0.393709	0.666381
0.02	0.72	0.389642	0.666381
0.02	0.73	0.385702	0.666381
0.02	0.74	0.381892	0.666381
0.02	0.75	0.378215	0.666381
0.02	0.76	0.374675	0.666381
0.02	0.77	0.371272	0.666381
0.02	0.78	0.368011	0.666381
0.02	0.79	0.364891	0.666381
0.02	0.8	0.361917	0.666381
0.02	0.81	0.359088	0.666381
0.02	0.82	0.356405	0.666381
0.02	0.83	0.353871	0.666381
0.02	0.84	0.351486	0.666381
0.02	0.85	0.349249	0.666381
0.02	0.86	0.347162	0.666381
0.02	0.87	0.345225	0.666381
0.02	0.88	0.343437	0.666381
0.02	0.89	0.341798	0.666381
0.02	0.9	0.340308	0.666381
0.02	0.91	0.338965	0.666381
0.02	0.92	0.33777	0.666381
0.02	0.93	0.336721	0.666381
0.02	0.94	0.335816	0.666381
0.02	0.95	0.335055	0.666381
0.02	0.96	0.334436	0.666381
0.02	0.97	0.333958	0.666381
0.02	0.98	0.333619	0.666381
0.02	0.99	0.333417	0.666381
0.03	0	0.66665	0.666042
0.03	0.01	0.666583	0.666042
0.03	0.02	0.666381	0.666042
0.03	0.03	0.666042	0.666042
0.03	0.04	0.665564	0.666042
0.03	0.05	0.664945	0.666042
0.03	0.06	0.664184	0.666042
0.03	0.07	0.663279	0.666042
0.03	0.08	0.66223	0.666042
0.03	0.09	0.661035	0.666042
0.03	0.1	0.659692	0.666042
0.03	0.11	0.658202	0.666042
0.03	0.12	0.656563	0.666042
0.03	0.13	0.654775	0.666042
0.03	0.14	0.652838	0.666042
0.03	0.15	0.650751	0.666042
0.03	0.16	0.648514	0.666042
0.03	0.17	0.646129	0.666042
0.03	0.18	0.643595	0.666042
0.03	0.19	0.640912	0.666042
0.03	0.2	0.638083	0.666042
0.03	0.21	0.635109	0.666042
0.03	0.22	0.631989	0.666042
0.03	0.23	0.628728	0.666042
0.03	0.24	0.625325	0.666042
0.03	0.25	0.621785	0.666042
0.03	0.26	0.618108	0.666042
0.03	0.27	0.614298	0.666042
0.03	0.28	0.610358	0.666042
0.03	0.29	0.606291	0.666042
0.03	0.3	0.602101	0.666042
0.03	0.31	0.597792	0.666042
0.03	0.32	0.593367	0.666042
0.03	0.33	0.58883	0.666042
0.03	0.34	0.584188	0.666042
0.03	0.35	0.579443	0.666042
0.03	0.36	0.574602	0.666042
0.03	0.37	0.56967	0.666042
0.03	0.38	0.564652	0.666042
0.03	0.39	0.559554	0.666042
0.03	0.4	0.554382	0.666042
0.03	0.41	0.549141	0.666042
0.03	0.42	0.543839	0.666042
0.03	0.43	0.538482	0.666042
0.03	0.44	0.533076	0.666042
0.03	0.45	0.527628	0.666042
0.03	0.46	0.522145	0.666042
0.03	0.47	0.516633	0.666042
0.03	0.48	0.511101	0.666042
0.03	0.49	0.505554	0.666042
0.03	0.5	0.5	0.666042
0.03	0.51	0.494446	0.666042
0.03	0.52	0.488899	0.666042
0.03	0.53	0.483367	0.666042
0.03	0.54	0.477855	0.666042
0.03	0.55	0.472372	0.666042
0.03	0.56	0.466924	0.666042
0.03	0.57	0.461518	0.666042
0.03	0.58	0.456161	0.666042
0.03	0.59	0.450859	0.666042
0.03	0.6	0.445618	0.666042
0.03	0.61	0.440446	0.666042
0.03	0.62	0.435348	0.666042
0.03	0.63	0.43033	0.666042
0.03	0.64	0.425398	0.666042
0.03	0.65	0.420557	0.666042
0.03	0.66	0.415812	0.666042
0.03	0.67	0.41117	0.666042
0.03	0.68	0.406633	0.666042
0.03	0.69	0.402208	0.666042
0.03	0.7	0.397899	0.666042
0.03	0.71	0.393709	0.666042
0.03	0.72	0.389642	0.666042
0.03	0.73	0.385702	0.666042
0.03	0.74	0.381892	0.666042
0.03	0.75	0.378215	0.666042
0.03	0.76	0.374675	0.666042
0.03	0.77	0.371272	0.666042
0.03	0.78	0.368011	0.666042
0.03	0.79	0.364891	0.666042
0.03	0.8	0.361917	0.666042
0.03	0.81	0.359088	0.666042
0.03	0.82	0.356405	0.666042
0.03	0.83	0.353871	0.666042
0.03	0.84	0.351486	0.666042
0.03	0.85	0.349249	0.666042
0.03	0.86	0.347162	0.666042
0.03	0.87	0.345225	0.666042
0.03	0.88	0.343437	0.666042
0.03	0.89	0.341798	0.666042
0.03	0.9	0.340308	0.666042
0.03	0.91	0.338965	0.666042
0.03	0.92	0.33777	0.666042
0.03	0.93	0.336721	0.666042
0.03	0.94	0.335816	0.666042
0.03	0.95	0.335055	0.666042
0.03	0.96	0.334436	0.666042
0.03	0.97	0.333958	0.666042
0.03	0.98	0.333619	0.666042
0.03	0.99	0.333417	0.666042
0.04	0	0.66665	0.665564
0.04	0.01	0.666583	0.665564
0.04	0.02	0.666381	0.665564
0.04	0.03	0.666042	0.665564
0.04	0.04	0.665564	0.665564
0.04	0.05	0.664945	0.665564
0.04	0.06	0.664184	0.665564
0.04	0.07	0.663279	0.665564
0.04	0.08	0.66223	0.665564
0.04	0.09	0.661035	0.665564
0.04	0.1	0.659692	0.665564
0.04	0.11	0.658202	0.665564
0.04	0.12	0.656563	0.665564
0.04	0.13	0.654775	0.665564
0.04	0.14	0.652838	0.665564
0.04	0.15	0.650751	0.665564
0.04	0.16	0.648514	0.665564
0.04	0.17	0.646129	0.665564
0.04	0.18	0.643595	0.665564
0.04	0.19	0.640912	0.665564
0.04	0.2	0.638083	0.665564
0.04	0.21	0.635109	0.665564
0.04	0.22	0.631989	0.665564
0.04	0.23	0.628728	0.665564
0.04	0.24	0.625325	0.665564
0.04	0.25	0.621785	0.665564
0.04	0.26	0.618108	0.665564
0.04	0.27	0.614298	0.665564
0.04	0.28	0.610358	0.665564
0.04	0.29	0.606291	0.665564
0.04	0.3	0.602101	0.665564
0.04	0.31	0.597792	0.665564
0.04	0.32	0.593367	0.665564
0.04	0.33	0.58883	0.665564
0.04	0.34	0.584188	0.665564
0.04	0.35	0.579443	0.665564
0.04	0.36	0.574602	0.665564
0.04	0.37	0.56967	0.665564
0.04	0.38	0.564652	0.665564
0.04	0.39	0.559554	0.665564
0.04	0.4	0.554382	0.665564
0.04	0.41	0.549141	0.665564
0.04	0.42	0.543839	0.665564
0.04	0.43	0.538482	0.665564
0.04	0.44	0.533076	0.665564
0.04	0.45	0.527628	0.665564
0.04	0.46	0.522145	0.665564
0.04	0.47	0.516633	0.665564
0.04	0.48	0.511101	0.665564
0.04	0.49	0.505554	0.665564
0.04	0.5	0.5	0.665564
0.04	0.51	0.494446	0.665564
0.04	0.52	0.488899	0.665564
0.04	0.53	0.483367	0.665564
0.04	0.54	0.477855	0.665564
0.04	0.55	0.472372	0.665564
0.04	0.56	0.466924	0.665564
0.04	0.57	0.461518	0.665564
0.04	0.58	0.456161	0.665564
0.04	0.59	0.450859	0.665564
0.04	0.6	0.445618	0.665564
0.04	0.61	0.440446	0.665564
0.04	0.62	0.435348	0.665564
0.04	0.63	0.43033	0.665564
0.04	0.64	0.425398	0.665564
0.04	0.65	0.420557	0.665564
0.04	0.66	0.415812	0.665564
0.04	0.67	0.41117	0.665564
0.04	0.68	0.406633	0.665564
0.04	0.69	0.402208	0.665564
0.04	0.7	0.397899	0.665564
0.04	0.71	0.393709	0.665564
0.04	0.72	0.389642	0.665564
0.04	0.73	0.385702	0.665564
0.04	0.74	0.381892	0.665564
0.04	0.75	0.378215	0.665564
0.04	0.76	0.374675	0.665564
0.04	0.77	0.371272	0.665564
0.04	0.78	0.368011	0.665564
0.04	0.79	0.364891	0.665564
0.04	0.8	0.361917	0.665564
0.04	0.81	0.359088	0.665564
0.04	0.82	0.356405	0.665564
0.04	0.83	0.353871	0.665564
0.04	0.84	0.351486	0.665564
0.04	0.85	0.349249	0.665564
0.04	0.86	0.347162	0.665564
0.04	0.87	0.345225	0.665564
0.04	0.88	0.343437	0.665564
0.04	0.89	0.341798	0.665564
0.04	0.9	0.340308	0.665564
0.04	0.91	0.338965	0.665564
0.04	0.92	0.33777	0.665564
0.04	0.93	0.336721	0.665564
0.04	0.94	0.335816	0.665564
0.04	0.95	0.335055	0.665564
0.04	0.96	0.334436	0.665564
0.04	0.97	0.333958	0.665564
0.04	0.98	0.333619	0.665564
0.04	0.99	0.333417	0.665564
0.05	0	0.66665	0.664945
0.05	0.01	0.666583	0.664945
0.05	0.02	0.666381	0.664945
0.05	0.03	0.666042	0.664945
0.05	0.04	0.665564	0.664945
0.05	0.05	0.664945	0.664945
0.05	0.06	0.664184	0.664945
0.05	0.07	0.663279	0.664945
0.05	0.08	0.66223	0.664945
0.05	0.09	0.661035	0.664945
0.05	0.1	0.659692	0.664945
0.05	0.11	0.658202	0.664945
0.05	0.12	0.656563	0.664945
0.05	0.13	0.654775	0.664945
0.05	0.14	0.652838	0.664945
0.05	0.15	0.650751	0.664945
0.05	0.16	0.648514	0.664945
0.05	0.17	0.646129	0.664945
0.05	0.18	0.643595	0.664945
0.05	0.19	0.640912	0.664945
0.05	0.2	0.638083	0.664945
0.05	0.21	0.635109	0.664945
0.05	0.22	0.631989	0.664945
0.05	0.23	0.628728	0.664945
0.05	0.24	0.625325	0.664945
0.05	0.25	0.621785	0.664945
0.05	0.26	0.618108	0.664945
0.05	0.27	0.614298	0.664945
0.05	0.28	0.610358	0.664945
0.05	0.29	0.606291	0.664945
0.05	0.3	0.602101	0.664945
0.05	0.31	0.597792	0.664945
0.05	0.32	0.593367	0.664945
0.05	0.33	0.58883	0.664945
0.05	0.34	0.584188	0.664945
0.05	0.35	0.579443	0.664945
0.05	0.36	0.574602	0.664945
0.05	0.37	0.56967	0.664945
0.05	0.38	0.564652	0.664945
0.05	0.39	0.559554	0.664945
0.05	0.4	0.554382	0.664945
0.05	0.41	0.549141	0.664945
0.05	0.42	0.543839	0.664945
0.05	0.43	0.538482	0.664945
0.05	0.44	0.533076	0.664945
0.05	0.45	0.527628	0.664945
0.05	0.46	0.522145	0.664945
0.05	0.47	0.516633	0.664945
0.05	0.48	0.511101	0.664945
0.05	0.49	0.505554	0.664945
0.05	0.5	0.5	0.664945
0.05	0.51	0.494446	0.664945
0.05	0.52	0.488899	0.664945
0.05	0.53	0.483367	0.664945
0.05	0.54	0.477855	0.664945
0.05	0.55	0.472372	0.664945
0.05	0.56	0.466924	0.664945
0.05	0.57	0.461518	0.664945
0.05	0.58	0.456161	0.664945
0.05	0.59	0.450859	0.664945
0.05	0.6	0.445618	0.664945
0.05	0.61	0.440446	0.664945
0.05	0.62	0.435348	0.664945
0.05	0.63	0.43033	0.664945
0.05	0.64	0.425398	0.664945
0.05	0.65	0.420557	0.664945
0.05	0.66	0.415812	0.664945
0.05	0.67	0.41117	0.664945
0.05	0.68	0.406633	0.664945
0.05	0.69	0.402208	0.664945
0.05	0.7	0.397899	0.664945
0.05	0.71	0.393709	0.664945
0.05	0.72	0.389642	0.664945
0.05	0.73	0.385702	0.664945
0.05	0.74	0.381892	0.664945
0.05	0.75	0.378215	0.664945
0.05	0.76	0.374675	0.664945
0.05	0.77	0.371272	0.664945
0.05	0.78	0.368011	0.664945
0.05	0.79	0.364891	0.664945
0.05	0.8	0.361917	0.664945
0.05	0.81	0.359088	0.664945
0.05	0.82	0.356405	0.664945
0.05	0.83	0.353871	0.664945
0.05	0.84	0.351486	0.664945
0.05	0.85	0.349249	0.664945
0.05	0.86	0.347162	0.664945
0.05	0.87	0.345225	0.664945
0.05	0.88	0.343437	0.664945
0.05	0.89	0.341798	0.664945
0.05	0.9	0.340308	0.664945
0.05	0.91	0.338965	0.664945
0.05	0.92	0.33777	0.664945
0.05	0.93	0.336721	0.664945
0.05	0.94	0.335816	0.664945
0.05	0.95	0.335055	0.664945
0.05	0.96	0.334436	0.664945
0.05	0.97	0.333958	0.664945
0.05	0.98	0.333619	0.664945
0.05	0.99	0.333417	0.664945
0.06	0	0.66665	0.664184
0.06	0.01	0.666583	0.664184
0.06	0.02	0.666381	0.664184
0.06	0.03	0.666042	0.664184
0.06	0.04	0.665564	0.664184
0.06	0.05	0.664945	0.664184
0.06	0.06	0.664184	0.664184
0.06	0.07	0.663279	0.664184
0.06	0.08	0.66223	0.664184
0.06	0.09	0.661035	0.664184
0.06	0.1	0.659692	0.664184
0.06	0.11	0.658202	0.664184
0.06	0.12	0.656563	0.664184
0.06	0.13	0.654775	0.664184
0.06	0.14	0.652838	0.664184
0.06	0.15	0.650751	0.664184
0.06	0.16	0.648514	0.664184
0.06	0.17	0.646129	0.664184
0.06	0.18	0.643595	0.664184
0.06	0.19	0.640912	0.664184
0.06	0.2	0.638083	0.664184
0.06	0.21	0.635109	0.664184
0.06	0.22	0.631989	0.664184
0.06	0.23	0.628728	0.664184
0.06	0.24	0.625325	0.664184
0.06	0.25	0.621785	0.664184
0.06	0.26	0.618108	0.664184
0.06	0.27	0.614298	0.664184
0.06	0.28	0.610358	0.664184
0.06	0.29	0.606291	0.664184
0.06	0.3	0.602101	0.664184
0.06	0.31	0.597792	0.664184
0.06	0.32	0.593367	0.664184
0.06	0.33	0.58883	0.664184
0.06	0.34	0.584188	0.664184
0.06	0.35	0.579443	0.664184
0.06	0.36	0.574602	0.664184
0.06	0.37	0.56967	0.664184
0.06	0.38	0.564652	0.664184
0.06	0.39	0.559554	0.664184
0.06	0.4	0.554382	0.664184
0.06	0.41	0.549141	0.664184
0.06	0.42	0.543839	0.664184
0.06	0.43	0.538482	0.664184
0.06	0.44	0.533076	0.664184
0.06	0.45	0.527628	0.664184
0.06	0.46	0.522145	0.664184
0.06	0.47	0.516633	0.664184
0.06	0.48	0.511101	0.664184
0.06	0.49	0.505554	0.664184
0.06	0.5	0.5	0.664184
0.06	0.51	0.494446	0.664184
0.06	0.52	0.488899	0.664184
0.06	0.53	0.483367	0.664184
0.06	0.54	0.477855	0.664184
0.06	0.55	0.472372	0.664184
0.06	0.56	0.466924	0.664184
0.06	0.57	0.461518	0.664184
0.06	0.58	0.456161	0.664184
0.06	0.59	0.450859	0.664184
0.06	0.6	0.445618	0.664184
0.06	0.61	0.440446	0.664184
0.06	0.62	0.435348	0.664184
0.06	0.63	0.43033	0.664184
0.06	0.64	0.425398	0.664184
0.06	0.65	0.420557	0.664184
0.06	0.66	0.415812	0.664184
0.06	0.67	0.41117	0.664184
0.06	0.68	0.406633	0.664184
0.06	0.69	0.402208	0.664184
0.06	0.7	0.397899	0.664184
0.06	0.71	0.393709	0.664184
0.06	0.72	0.389642	0.664184
0.06	0.73	0.385702	0.664184
0.06	0.74	0.381892	0.664184
0.06	0.75	0.378215	0.664184
0.06	0.76	0.374675	0.664184
0.06	0.77	0.371272	0.664184
0.06	0.78	0.368011	0.664184
0.06	0.79	0.364891	0.664184
0.06	0.8	0.361917	0.664184
0.06	0.81	0.359088	0.664184
0.06	0.82	0.356405	0.664184
0.06	0.83	0.353871	0.664184
0.06	0.84	0.351486	0.664184
0.06	0.85	0.349249	0.664184
0.06	0.86	0.347162	0.664184
0.06	0.87	0.345225	0.664184
0.06	0.88	0.343437	0.664184
0.06	0.89	0.341798	0.664184
0.06	0.9	0.340308	0.664184
0.06	0.91	0.338965	0.664184
0.06	0.92	0.33777	0.664184
0.06	0.93	0.336721	0.664184
0.06	0.94	0.335816	0.664184
0.06	0.95	0.335055	0.664184
0.06	0.96	0.334436	0.664184
0.06	0.97	0.333958	0.664184
0.06	0.98	0.333619	0.664184
0.06	0.99	0.333417	0.664184
0.07	0	0.66665	0.663279
0.07	0.01	0.666583	0.663279
0.07	0.02	0.666381	0.663279
0.07	0.03	0.666042	0.663279
0.07	0.04	0.665564	0.663279
0.07	0.05	0.664945	0.663279
0.07	0.06	0.664184	0.663279
0.07	0.07	0.663279	0.663279
0.07	0.08	0.66223	0.663279
0.07	0.09	0.661035	0.663279
0.07	0.1	0.659692	0.663279
0.07	0.11	0.658202	0.663279
0.07	0.12	0.656563	0.663279
0.07	0.13	0.654775	0.663279
0.07	0.14	0.652838	0.663279
0.07	0.15	0.650751	0.663279
0.07	0.16	0.648514	0.663279
0.07	0.17	0.646129	0.663279
0.07	0.18	0.643595	0.663279
0.07	0.19	0.640912	0.663279
0.07	0.2	0.638083	0.663279
0.07	0.21	0.635109	0.663279
0.07	0.22	0.631989	0.663279
0.07	0.23	0.628728	0.663279
0.07	0.24	0.625325	0.663279
0.07	0.25	0.621785	0.663279
0.07	0.26	0.618108	0.663279
0.07	0.27	0.614298	0.663279
0.07	0.28	0.610358	0.663279
0.07	0.29	0.606291	0.663279
0.07	0.3	0.602101	0.663279
0.07	0.31	0.597792	0.663279
0.07	0.32	0.593367	0.663279
0.07	0.33	0.58883	0.663279
0.07	0.34	0.584188	0.663279
0.07	0.35	0.579443	0.663279
0.07	0.36	0.574602	0.663279
0.07	0.37	0.56967	0.663279
0.07	0.38	0.564652	0.663279
0.07	0.39	0.559554	0.663279
0.07	0.4	0.554382	0.663279
0.07	0.41	0.549141	0.663279
0.07	0.42	0.543839	0.663279
0.07	0.43	0.538482	0.663279
0.07	0.44	0.533076	0.663279
0.07	0.45	0.527628	0.663279
0.07	0.46	0.522145	0.663279
0.07	0.47	0.516633	0.663279
0.07	0.48	0.511101	0.663279
0.07	0.49	0.505554	0.663279
0.07	0.5	0.5	0.663279
0.07	0.51	0.494446	0.663279
0.07	0.52	0.488899	0.663279
0.07	0.53	0.483367	0.663279
0.07	0.54	0.477855	0.663279
0.07	0.55	0.472372	0.663279
0.07	0.56	0.466924	0.663279
0.07	0.57	0.461518	0.663279
0.07	0.58	0.456161	0.663279
0.07	0.59	0.450859	0.663279
0.07	0.6	0.445618	0.663279
0.07	0.61	0.440446	0.663279
0.07	0.62	0.435348	0.663279
0.07	0.63	0.43033	0.663279
0.07	0.64	0.425398	0.663279
0.07	0.65	0.420557	0.663279
0.07	0.66	0.415812	0.663279
0.07	0.67	0.41117	0.663279
0.07	0.68	0.406633	0.663279
0.07	0.69	0.402208	0.663279
0.07	0.7	0.397899	0.663279
0.07	0.71	0.393709	0.663279
0.07	0.72	0.389642	0.663279
0.07	0.73	0.385702	0.663279
0.07	0.74	0.381892	0.663279
0.07	0.75	0.378215	0.663279
0.07	0.76	0.374675	0.663279
0.07	0.77	0.371272	0.663279
0.07	0.78	0.368011	0.663279
0.07	0.79	0.364891	0.663279
0.07	0.8	0.361917	0.663279
0.07	0.81	0.359088	0.663279
0.07	0.82	0.356405	0.663279
0.07	0.83	0.353871	0.663279
0.07	0.84	0.351486	0.663279
0.07	0.85	0.349249	0.663279
0.07	0.86	0.347162	0.663279
0.07	0.87	0.345225	0.663279
